TUCASEID,YEAR,CASEID,SERIAL,REGION,STATEFIP,FAMINCOME,HOUSETYPE,PERNUM,LINENO,WT06,AGE,SEX,RACE,MARST,CITIZEN,GENHEALTH,HEIGHT,WEIGHT,BMI,EDUC,EDUCYRS,EMPSTAT,MULTJOBS,DIFFEYE,DIFFHEAR,DIFFMOB,DIFFPHYS,DIFFREM,Caring,CaringNonHouseHold,ConsumerPuchases,EatingDrinking,Education,GovernmentServicesCivicDuties,HouseActivities,HouseholdServices,Personal_Care,ProfessionalPersonalCareServices,ReligionSpiritualActivities,SocializingAndLesiure,SportsExercisRecreation,Telephone,Traveling,Volunteering,Working
,2022,20220606222406,4278,South,Georgia,"$150,000 and over","House, apartment, flat",1,1,5669464,41,Male,White only,Married - spouse present,"Foreign born, U.S. citizen by naturalization",Very good,69,180,26.6,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,305,0,0,175,0,0,45,0,735,0,90,60,0,0,30,0,0
,2022,20220606222485,4279,West,California,"$75,000 to $99,999","House, apartment, flat",1,1,6899916,34,Male,White only,Married - spouse present,"Native, born in United States",Very good,72,180,24.4,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,0,0,355,0,0,30,0,45,410,0,540
,2022,20220606222563,4280,South,Florida,"$150,000 and over","House, apartment, flat",1,1,7386629,54,Male,White only,Never married,"Foreign born, not a U.S. citizen",Very good,67,216,33.8,"Professional school degree (MD, DDS, DVM, etc.)",Professional degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,105,0,0,0,0,450,0,0,301,0,0,53,0,466
,2022,20220606222580,4281,Midwest,Illinois,"$15,000 to $19,999","House, apartment, flat",1,1,6186182,67,Female,White only,Never married,"Native, born in United States",Fair,62,243,44.4,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,30,0,0,120,0,915,0,0,300,0,0,30,0,0
,2022,20220705220061,4282,Northeast,New York,"$7,500 to $9,999","House, apartment, flat",1,1,25273438,35,Female,Black only,Never married,"Foreign born, not a U.S. citizen",Fair,61,9997,998,Some college but no degree,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,120,0,0,35,0,0,340,0,745,160,0,0,0,10,30,0,0
,2022,20220705220511,4283,South,Texas,"$15,000 to $19,999","House, apartment, flat",1,1,13717043,68,Male,White only,Married - spouse present,"Foreign born, U.S. citizen by naturalization",Fair,68,226,34.4,High school graduate - GED,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,40,0,0,0,0,690,15,0,620,0,30,45,0,0
,2022,20220705220567,4284,South,Oklahoma,"$150,000 and over","House, apartment, flat",1,1,3040866,76,Male,White only,Married - spouse absent,"Native, born in United States",Excellent,69,170,25.1,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,15,0,0,0,0,600,0,0,0,0,0,0,0,825
,2022,20220705220593,4285,South,North Carolina,"$75,000 to $99,999","House, apartment, flat",1,1,8546417,67,Female,Black only,Married - spouse present,"Native, born in United States",Very good,66,160,25.8,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,50,0,0,25,0,450,0,0,655,0,0,200,0,0
,2022,20220705220616,4286,West,California,"$60,000 to $74,999","House, apartment, flat",1,1,10841205,28,Female,White only,Never married,"Native, born in United States",Good,63,187,33.1,Some college but no degree,College--one year,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,191,0,0,20,0,0,35,0,631,0,0,403,0,0,120,0,40
,2022,20220705220634,4287,South,Louisiana,"$150,000 and over","House, apartment, flat",1,1,9891512,36,Female,White only,Married - spouse present,"Native, born in United States",Good,66,200,32.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,75,0,0,345,0,680,0,0,170,170,0,0,0,0
,2022,20220705220650,4288,Northeast,Pennsylvania,"$150,000 and over","House, apartment, flat",1,1,22547446,62,Female,White only,Married - spouse present,"Native, born in United States",Very good,63,165,29.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,130,0,0,86,0,635,10,0,160,0,0,50,0,339
,2022,20220705220679,4289,West,California,"$35,000 to $39,999","House, apartment, flat",1,1,13650772,30,Male,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Good,68,198,30.1,9th grade,Ninth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,60,0,0,60,0,0,0,0,600,0,0,175,0,0,10,0,535
,2022,20220705220680,4290,South,Alabama,"$75,000 to $99,999","House, apartment, flat",1,1,4387998,34,Male,White only,Married - spouse present,"Native, born in United States",Very good,74,220,28.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,195,0,0,165,0,0,0,0,495,0,0,375,210,0,0,0,0
,2022,20220705220701,4291,Northeast,New York,"$150,000 and over","House, apartment, flat",1,1,11918489,66,Female,White only,Married - spouse present,"Native, born in United States",Good,65,148,24.6,Associate degree - academic program,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,5,0,10,65,0,0,90,0,422,150,0,225,40,0,433,0,0
,2022,20220705220708,4292,West,California,"$75,000 to $99,999","House, apartment, flat",1,1,4693215,85,Male,White only,Married - spouse present,"Native, born in United States",Good,71,208,29,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,45,60,0,0,195,0,660,0,0,310,0,0,170,0,0
,2022,20220705220726,4293,South,Georgia,"$150,000 and over","House, apartment, flat",1,1,16698182,49,Female,Black only,Married - spouse present,"Native, born in United States",Good,62,172,31.5,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,90,0,0,240,0,540,0,0,300,0,0,210,0,0
,2022,20220705220760,4294,Northeast,Pennsylvania,"$35,000 to $39,999","House, apartment, flat",1,1,31188399,28,Male,White only,Never married,"Native, born in United States",Good,67,140,21.9,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,10,30,0,0,10,0,585,0,0,0,0,0,75,0,730
,2022,20220705220775,4295,Midwest,Missouri,"$150,000 and over","House, apartment, flat",1,1,3658193,76,Male,White only,Widowed,"Native, born in United States",Good,72,210,28.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,Has mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,180,0,0,270,0,410,0,0,580,0,0,0,0,0
,2022,20220705220788,4296,South,Tennessee,"$50,000 to $59,999","House, apartment, flat",1,1,6552165,28,Female,White only,Married - spouse absent,"Native, born in United States",Very good,65,153,25.5,Associate degree - academic program,College--two years,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,30,0,90,60,0,0,180,0,643,120,0,90,0,0,117,0,60
,2022,20220705220801,4297,South,Florida,"$150,000 and over","House, apartment, flat",1,1,30046299,58,Female,White only,Married - spouse present,"Native, born in United States",Good,63,180,31.9,Associate degree - academic program,College--three years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,0,0,390,0,0,350,0,0,70,0,510
,2022,20220705220871,4298,South,South Carolina,"$150,000 and over","House, apartment, flat",1,1,5278995,62,Female,White only,Married - spouse present,"Native, born in United States",Good,66,9996,998,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,2,60,0,0,0,0,538,0,0,540,0,0,300,0,0
,2022,20220705220872,4299,Northeast,New Hampshire,"$75,000 to $99,999","House, apartment, flat",1,1,21942303,56,Male,White only,Married - spouse present,"Native, born in United States",Very good,72,215,29.2,High school graduate - diploma,Twelfth grade,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,135,0,0,120,0,560,0,0,345,70,0,40,0,0
,2022,20220705220885,4300,Midwest,Minnesota,"$150,000 and over","House, apartment, flat",1,1,14638219,30,Female,White only,Married - spouse present,"Native, born in United States",Good,64,200,34.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,5,115,0,0,140,0,540,0,0,30,30,60,20,0,500
,2022,20220705220908,4301,Midwest,Illinois,"$100,000 to $149,999","House, apartment, flat",1,1,9260256,48,Female,White only,Married - spouse present,"Native, born in United States",Very good,67,135,21.1,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,10,0,55,10,0,0,444,0,562,0,0,105,150,10,94,0,0
,2022,20220705220923,4302,South,Tennessee,"$30,000 to $34,999","House, apartment, flat",1,1,11912434,33,Female,White only,Divorced,"Native, born in United States",Fair,63,105,18.6,Associate degree - academic program,College--two years,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,180,0,125,0,0,315,0,384,0,0,370,0,0,6,0,0
,2022,20220705220976,4303,Northeast,New York,"$5,000 to $7,499","House, apartment, flat",1,1,6414071,67,Female,Black only,Never married,"Foreign born, U.S. citizen by naturalization",Good,61,171,32.3,High school graduate - GED,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,10,0,0,0,0,620,0,0,790,0,0,20,0,0
,2022,20220705220993,4304,South,Texas,"$12,500 to $14,999","House, apartment, flat",1,1,13836286,43,Male,White only,Never married,"Native, born in United States",Fair,67,290,45.4,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,45,0,0,0,0,0,900,0,0,495,0,0,0,0,0
,2022,20220705221020,4305,Northeast,New Jersey,"$150,000 and over","House, apartment, flat",1,1,126844590,21,Female,Asian only,Never married,"Native, born in United States",Excellent,62,108,19.8,Some college but no degree,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,90,0,0,75,0,570,0,0,645,60,0,0,0,0
,2022,20220705221064,4306,South,Florida,"$75,000 to $99,999","House, apartment, flat",1,1,13479535,45,Female,White only,Married - spouse present,"Native, born in United States",Fair,64,127,21.8,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,238,0,550,0,0,532,0,0,0,0,0
,2022,20220705221122,4307,South,Arkansas,"$10,000 to $12,499","House, apartment, flat",1,1,3116359,71,Female,White only,Divorced,"Native, born in United States",Good,63,9997,998,Some college but no degree,College--one year,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,145,0,0,30,0,810,0,145,270,0,0,40,0,0
,2022,20220705221126,4308,Northeast,New York,"Less than $5,000","House, apartment, flat",1,1,2931382,66,Female,White only,Never married,"Foreign born, not a U.S. citizen",Fair,63,180,31.9,Some college but no degree,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,70,0,0,260,0,690,0,0,360,60,0,0,0,0
,2022,20220705221137,4309,Midwest,Illinois,"$100,000 to $149,999","House, apartment, flat",1,1,9160435,36,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Very good,60,135,26.4,Some college but no degree,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,255,0,0,20,0,0,0,0,585,0,0,0,0,0,130,0,450
,2022,20220705221162,4310,Northeast,New York,"$150,000 and over","House, apartment, flat",1,1,5887628,69,Female,White only,Married - spouse present,"Native, born in United States",Very good,63,200,35.4,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,0,90,0,345,0,600,0,0,315,0,0,0,90,0
,2022,20220705221164,4311,South,Virginia,"$5,000 to $7,499","House, apartment, flat",1,1,8568994,63,Male,White only,Widowed,"Native, born in United States",Excellent,71,210,29.3,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,5,0,0,240,0,585,0,0,300,270,0,40,0,0
,2022,20220705221170,4312,South,Texas,"$100,000 to $149,999","House, apartment, flat",1,1,46142719,58,Female,Black only,Married - spouse present,"Foreign born, U.S. citizen by naturalization",Very good,67,9997,998,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,70,0,605,0,15,100,0,0,120,0,500
,2022,20220705221178,4313,Midwest,Iowa,"$20,000 to $24,999","House, apartment, flat",1,1,33094193,29,Male,White only,Never married,"Foreign born, not a U.S. citizen",NIU (Not in universe),NIU (Not in universe),9999,999,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,2,10,70,0,0,65,0,575,0,0,208,0,0,85,0,425
,2022,20220705221220,4314,Midwest,Illinois,"$35,000 to $39,999","House, apartment, flat",1,1,8411202,24,Male,White only,Never married,"Native, born in United States",Very good,73,145,19.1,Some college but no degree,College--three years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,0,0,716,0,0,480,120,0,4,0,0
,2022,20220705221226,4315,Northeast,Massachusetts,"$150,000 and over","House, apartment, flat",1,1,5357926,58,Female,White only,Married - spouse present,"Native, born in United States",Very good,63,116,20.5,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,105,0,0,230,0,630,0,90,225,0,0,40,0,0
,2022,20220705221228,4316,South,Louisiana,"$50,000 to $59,999","House, apartment, flat",1,1,5561517,57,Female,White only,Married - spouse present,"Native, born in United States",Good,67,204,31.9,Some college but no degree,College--one year,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,20,0,0,225,0,460,0,0,735,0,0,0,0,0
,2022,20220705221231,4317,South,Florida,"$50,000 to $59,999","House, apartment, flat",1,1,4391939,80,Female,White only,Married - spouse present,"Native, born in United States",Excellent,60,110,21.5,Associate degree - academic program,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,32,0,0,172,0,815,0,71,280,0,30,40,0,0
,2022,20220705221335,4318,South,Georgia,"$75,000 to $99,999","House, apartment, flat",1,1,6898414,66,Male,White only,Married - spouse present,"Native, born in United States",Excellent,72,215,29.2,Associate degree - occupational vocational,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,75,0,0,585,0,660,0,0,120,0,0,0,0,0
,2022,20220705221370,4319,Midwest,Ohio,"$15,000 to $19,999","House, apartment, flat",1,1,5067068,36,Male,White only,Never married,"Native, born in United States",Good,68,180,27.4,Some college but no degree,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,315,0,0,90,0,0,300,0,495,0,0,240,0,0,0,0,0
,2022,20220705221385,4320,West,Utah,"Less than $5,000","House, apartment, flat",1,1,3512576,66,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Good,57,121,26.2,Some college but no degree,College--four years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,330,0,60,0,0,60,0,780,0,205,0,0,0,5,0,0
,2022,20220705221391,4321,South,Texas,"$100,000 to $149,999","House, apartment, flat",1,1,8704889,49,Female,White only,Divorced,"Native, born in Puerto Rico or U.S. Outlying Area",Excellent,64,136,23.3,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,7,30,10,100,0,0,32,0,375,0,0,335,300,0,251,0,0
,2022,20220705221406,4322,South,North Carolina,"$75,000 to $99,999","House, apartment, flat",1,1,7149791,55,Male,White only,Married - spouse present,"Native, born in United States",NIU (Not in universe),NIU (Not in universe),9999,998,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,80,0,0,113,0,0,390,0,440,0,155,203,45,0,14,0,0
,2022,20220705221408,4323,Midwest,Nebraska,"$100,000 to $149,999","House, apartment, flat",1,1,11302724,38,Female,White only,Married - spouse present,"Native, born in United States",Good,66,260,42,Associate degree - academic program,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,45,0,25,35,0,0,40,0,595,40,0,86,0,0,109,0,435
,2022,20220705221419,4324,Northeast,Pennsylvania,"$150,000 and over","House, apartment, flat",1,1,4588274,35,Female,White only,Married - spouse present,"Native, born in United States",Fair,69,144,21.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,85,0,102,125,0,0,444,0,570,0,0,37,60,0,17,0,0
,2022,20220705221433,4325,Midwest,Wisconsin,"$150,000 and over","House, apartment, flat",1,1,10210865,40,Male,White only,Married - spouse present,"Native, born in United States",Good,71,225,31.4,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,2,65,0,0,0,0,420,0,0,260,0,0,48,0,540
,2022,20220705221476,4326,Midwest,Ohio,"$100,000 to $149,999","House, apartment, flat",1,1,6229256,66,Female,White only,Married - spouse present,"Native, born in United States",Excellent,66,180,29,High school graduate - diploma,Twelfth grade,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,90,60,0,0,60,0,540,0,60,140,0,0,217,0,273
,2022,20220705221478,4327,Midwest,Ohio,"$100,000 to $149,999","House, apartment, flat",1,1,15816309,33,Female,White only,Married - spouse present,"Native, born in United States",Very good,67,170,26.6,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,30,0,35,75,0,0,225,0,495,0,0,0,0,0,85,0,495
,2022,20220705221504,4328,West,California,"$100,000 to $149,999","House, apartment, flat",1,1,15617168,44,Female,White only,Divorced,"Native, born in United States",Excellent,68,178,27.1,Associate degree - academic program,College--four years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,25,40,0,0,20,0,568,0,0,190,35,0,167,0,395
,2022,20220705221570,4329,South,Florida,"$75,000 to $99,999","House, apartment, flat",1,1,6073501,32,Female,White only,Married - spouse present,"Native, born in United States",Good,62,130,23.8,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,150,0,0,0,0,660,0,0,450,0,0,120,0,0
,2022,20220705221618,4330,Midwest,South Dakota,"$60,000 to $74,999","House, apartment, flat",1,1,5769388,31,Female,White only,Married - spouse present,"Native, born in United States",Very good,60,116,22.7,Some college but no degree,College--three years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,345,0,0,75,0,0,120,0,540,0,0,360,0,0,0,0,0
,2022,20220705221630,4331,Midwest,Ohio,"$30,000 to $34,999","House, apartment, flat",1,1,5308588,70,Male,White only,Never married,"Native, born in United States",Good,70,190,27.3,High school graduate - GED,Eleventh grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,2,0,0,35,0,563,0,0,75,0,0,60,0,705
,2022,20220705221631,4332,Midwest,Ohio,"$60,000 to $74,999","House, apartment, flat",1,1,17171921,39,Male,White only,Married - spouse present,"Native, born in United States",Good,67,200,31.3,High school graduate - GED,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,600,0,540,0,0,180,0,0,0,0,0
,2022,20220705221639,4333,West,California,"$75,000 to $99,999","House, apartment, flat",1,1,55239029,38,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Good,62,130,23.8,7th or 8th grade,Seventh through eighth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,360,0,0,60,0,0,300,0,720,0,0,0,0,0,0,0,0
,2022,20220705221651,4334,South,Virginia,"$75,000 to $99,999","House, apartment, flat",1,1,29817211,48,Male,White only,Married - spouse present,"Native, born in United States",Fair,69,206,30.4,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,25,25,0,0,30,30,555,0,0,215,0,0,60,0,500
,2022,20220705221746,4335,South,Florida,"$60,000 to $74,999","House, apartment, flat",1,1,20417377,53,Male,Black only,Never married,"Native, born in United States",Fair,72,260,35.3,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,18,15,90,0,0,0,0,477,0,0,90,45,0,94,0,611
,2022,20220705221803,4336,South,Florida,"$150,000 and over","House, apartment, flat",1,1,9997738,42,Male,White only,Married - spouse present,"Native, born in United States",Very good,77,245,29,Associate degree - academic program,College--four years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,180,0,90,0,0,265,0,615,0,0,200,0,0,90,0,0
,2022,20220705221811,4337,South,Arkansas,"$50,000 to $59,999","House, apartment, flat",1,1,15437387,17,Female,White only,Never married,"Native, born in United States",Very good,69,160,23.6,10th grade,Tenth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,10,20,0,0,15,0,360,0,0,160,0,0,145,0,730
,2022,20220705221822,4338,South,Florida,"$100,000 to $149,999","House, apartment, flat",1,1,21689785,77,Female,White only,Married - spouse absent,"Foreign born, U.S. citizen by naturalization",Excellent,56,132,29.6,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,45,0,0,90,0,760,0,60,465,0,0,20,0,0
,2022,20220705221834,4339,Midwest,Ohio,"$100,000 to $149,999","House, apartment, flat",1,1,52294736,17,Female,White only,Never married,"Native, born in United States",Fair,64,130,22.3,9th grade,Ninth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,4,0,150,267,0,90,0,540,0,0,234,0,0,155,0,0
,2022,20220705221869,4340,South,Texas,"$75,000 to $99,999","House, apartment, flat",1,1,20526061,49,Female,White only,Married - spouse present,"Native, born in United States",Very good,63,139,24.6,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,90,210,0,0,240,0,400,0,0,420,0,0,80,0,0
,2022,20220705221900,4341,West,Colorado,"$50,000 to $59,999","House, apartment, flat",1,1,4264819,33,Female,Asian only,Married - spouse present,"Native, born in United States",Good,64,225,38.6,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,Has difficulty remembering,0,0,0,55,0,0,105,0,810,0,0,470,0,0,0,0,0
,2022,20220705221924,4342,South,Texas,"$25,000 to $29,999","House, apartment, flat",1,1,4979311,69,Female,White only,Divorced,"Native, born in United States",Excellent,63,155,27.5,Associate degree - academic program,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,15,0,0,0,0,570,0,0,720,60,0,45,0,0
,2022,20220705221972,4343,West,Nevada,"$150,000 and over","House, apartment, flat",1,1,12072347,33,Female,White only,Married - spouse present,"Native, born in United States",Good,61,105,19.8,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,Has mobility limitation,No physical difficulty,No difficulty remembering,190,0,0,45,0,0,15,0,470,0,0,120,0,0,0,0,600
,2022,20220705222000,4344,West,Oregon,"$60,000 to $74,999","House, apartment, flat",1,1,13973107,27,Male,White only,Married - spouse present,"Native, born in United States",Good,77,145,17.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,95,120,0,0,0,0,309,0,0,500,0,0,416,0,0
,2022,20220705222002,4345,South,Maryland,"$150,000 and over","House, apartment, flat",1,1,9491914,66,Male,White only,Married - spouse present,"Native, born in United States",Very good,69,150,22.1,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,Has difficulty remembering,0,0,30,60,0,0,450,0,410,60,0,60,0,0,70,0,300
