YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,1
2017,Renesas Electronics America Inc.,1011887,"1650 Robert J. Conlan Blvd., NE",28.030281,-80.601389,Palm Bay,BREVARD COUNTY,FL,32905,INTERSIL CORP (100%),11711,"C,I",6
2017,Rochester Gas and Electric - Subpart DD,1012430,89 East Avenue,43.15694,-77.60186,Rochester,MONROE COUNTY,NY,14649,IBERDROLA USA INC (100%),1354,DD,6
2017,S&C Electric Company,1009615,6601 N. Ridge Blvd.,42.00231,-87.67662,Chicago,,IL,60626,S&C ELECTRIC CO (100%),50778,"C,QQ,SS",6
2017,SKYWATER TECHNOLOGY INC,1000354,2401 E. 86TH ST.,44.84786,-93.23745,BLOOMINGTON,HENNEPIN COUNTY,MN,55425,SKYWATER TECHNOLOGY FOUNDRY INC (100%),93525,"C,I",6
2017,SYCAMORE COGENERATION Facility,1003998,1546 SW China Grade Loop,35.4518,-118.9851,BAKERSFIELD,KERN COUNTY,CA,93308,CHEVRON CORP (100%),253,"C,DD",6
2017,Salt River Project - T & D Equipment,1009888,1521 N. Project Drive,33.447479,-111.952819,Tempe,MARICOPA COUNTY,AZ,85281,SALT RIVER PROJECT (62.96%); EL PASO ELECTRIC CO (6.54%); SOUTHERN CALIFORNIA EDISON (5.73%); PNM RESOURCES INC (4.23%); TUCSON ELECTRIC POWER (2.23%); ARIZONA PUBLIC SERVICE CO (13.45%); SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (1.54%),24818,DD,6
2017,Samsung Austin Semiconductor,1009872,12100 Samsung Blvd,30.375,-97.631386,Austin,TRAVIS COUNTY,TX,78754,SAMSUNG ELECTRONICS AMERICA INC (100%),566578,"C,I",6
2017,Seattle City Light,1010082,"700 5th Ave, Suite 3300, PO Box 34023",47.60443,-122.32983,Seattle,KING COUNTY,WA,98124,CITY OF SEATTLE (SEATTLE CITY LIGHT DEPARTMENT) (100%),1071,DD,6
2017,Shiloh Clarksville,1012966,901 Alfred Thun Road,36.58149,-87.26512,Clarksville,MONTGOMERY COUNTY,TN,37040,Shiloh Industries Inc (100%),10693,T,6
2017,Sierra Pacific Power Co d/b/a NV Energy Transmission,1009784,6226 W Sahara Ave,36.14427,-115.22733,Las Vegas,CLARK COUNTY,NV,89146,NV ENERGY (100%),1256,DD,6
2017,"Skyworks Solutions, Inc.",1009735,20 Sylvan Road,42.49891,-71.16311,Woburn,MIDDLESEX COUNTY,MA,1801,SKYWORKS SOLUTIONS INC (100%),40019,"C,I",6
2017,Southern California Edison,1009787,2244 Walnut Grove Avenue,34.05394,-118.08024,Rosemead,LOS ANGELES COUNTY,CA,91770,EDISON INTERNATIONAL (100%),84944,DD,6
2017,Southern Company Transmission and Distribution,1009585,30 Ivan Allen Jr. Blvd. NW,33.76466,-84.38826,Atlanta,FULTON COUNTY,GA,30308,SOUTHERN CO (100%),113033,DD,6
2017,Southwestern Public Service Company - Subpart DD,1009544,414 Nicollet Mall,44.97967,-93.26989,Minneapolis,HENNEPIN COUNTY,MN,55401,XCEL ENERGY (100%),40625,DD,6
2017,Spartan Light Metal Products,1010676,2510 Lakeview Road,39.15627,-91.91408,Mexico,AUDRAIN COUNTY,MO,65265,SPARTAN LIGHT METAL PRODUCTS INC (100%),2371,"C,T",6
2017,"Spartan Light Metal Products, Inc.",1009864,510 East McClurken Ave,38.120564,-89.694121,Sparta,RANDOLPH COUNTY,IL,62286,SPARTAN LIGHT METAL PRODUCTS INC (100%),110740,"C,T",6
2017,T&D FLORIDA,1009537,299 FIRST AVE N,27.77209,-82.6371,SAINT PETERSBURG,PINELLAS COUNTY,FL,33701,DUKE ENERGY CORP (100%),151333,DD,6
2017,TAC Manufacturing,1012081,4111 County Farm Rd.,42.2748,-84.4741,Jackson,JACKSON COUNTY,MI,49201,TAC MANUFACTURING (100%),44004,T,6
2017,TEXAS INSTRUMENTS NORTH CAMPUS,1003945,13500 NORTH CENTRAL EXPRESSWAY,32.93311,-96.7537,DALLAS,DALLAS COUNTY,TX,75243,TEXAS INSTRUMENTS INC (100%),673830,"C,I",6
2017,TSI SEMICONDUCTORS LLC,1009928,7501 Foothills Blvd.,38.77518,-121.31299,Roseville,PLACER COUNTY,CA,95747,SOUTHHALL GROUP HOLDINGS LLC (100%),37404,"C,I",6
2017,TVA Transmission System,1008733,1101 Market St.,35.04299,-85.3093,Chattanooga,HAMILTON COUNTY,TN,37402,US GOVERNMENT (%),159324,DD,6
2017,Tampa Electric Company,1009645,PO Box 111,27.94,-82.45,Tampa,HILLSBOROUGH COUNTY,FL,33601,TECO ENERGY INC (100%),20766,DD,6
2017,Texas Instruments - Sherman,1010134,6412 US Hwy 75 South,33.6005808,-96.5569882,Sherman,,TX,75090,TEXAS INSTRUMENTS INC (100%),78054,"C,I",6
2017,Texas Instruments Incorporated - Maine Fab,1010208,5 Foden Road,43.64075,-70.32198,South Portland,CUMBERLAND COUNTY,ME,4106,TEXAS INSTRUMENTS INC (100%),114174,"C,I",6
2017,Texas Instruments Richardson,1008059,300 West Renner Road,32.999754,-96.72063,Richardson,COLLIN COUNTY,TX,75080,TEXAS INSTRUMENTS INC (100%),119384,"C,I",6
2017,Texas Instruments- Lehi Fab,1009556,4000 N. Flash Drive,40.43377,-111.83166,Lehi,UTAH COUNTY,UT,84043,MICRON TECHNOLOGY INC (51%); INTEL CORP (49%),289796,"C,I",6
2017,Texas New Mexico Power,1009439,577 N. Garden Ridge Boulevard,33.04887,-97.03545,Lewisville,DENTON COUNTY,TX,75067,PNM RESOURCES INC (100%),349,DD,6
2017,Tower Semiconductor,1010005,"9651 Westover Hills Blvd, San Antonio, TX",29.47154,-98.67401,San Antonio,BEXAR COUNTY,TX,78251,TOWERJAZZ TEXAS INC (100%),21346,"C,I",6
2017,Transmission and Distribution,1009917,100 North Stanton Street,31.75853,-106.48587,"El Paso, TX",EL PASO COUNTY,TX,79901,EL PASO ELECTRIC CO (100%),3748,DD,6
2017,Tucson Electric Power Company,1008193,88 East Broadway Blvd.,32.22118,-110.96911,Tucson,PIMA COUNTY,AZ,85701,UNS ENERGY CORP (100%),15205,DD,6
2017,US MAGNESIUM LLC,1000030,12819 North Skull Valley Rd,40.913462,-112.734503,Grantsville,TOOELE COUNTY,UT,84029,THE RENCO GROUP INC (100%),91520,"C,T",6
2017,Vermont Electric Power Company,1010321,366 Pinnacle Ridge Rd,43.66108,-72.9926,Rutland,RUTLAND COUNTY,VT,5701,VERMONT ELECTRIC POWER CO (100%),388,DD,6
2017,"Versum Materials US, LLC",1005202,357 MARIAN AVENUE,40.836389,-76.030833,TAMAQUA,SCHUYLKILL COUNTY,PA,18252,VERSUM MATERIALS US LLC (100%),453565,"C,L,OO",6
2017,Virginia Electric and Power Company,1009971,120 Tredegar Street,37.533948,-77.452741,Richmond,RICHMOND CITY,VA,23219,DOMINION ENERGY INC (100%),42267,DD,6
2017,WAPA,1010171,12155 West Alameda Parkway,39.7061,-105.1367,Lakewood,JEFFERSON COUNTY,CO,80228,N/A FEDERAL GOVERNMENT (100%),10011,DD,6
2017,WaferTech LLC,1009361,5509 NW Parker St.,45.619591,-122.456295,Camas,CLARK COUNTY,WA,98607,WAFERTECH LLC (100%),85385,"C,I",6
2017,Wolfspeed RTP,1012448,3028 E. Cornwallis Road,35.91704,-78.87028,Durham,DURHAM COUNTY,NC,27709,CREE INC (100%),95496,"C,I",6
2017,"Wolfspeed, Inc",1005759,4600 Silicon Dr.,35.899298,-78.840802,Durham,DURHAM COUNTY,NC,27703,CREE INC (100%),98451,"C,I",6
2017,X-FAB Texas Inc.,1009738,2301 N. University Ave.,33.629444,-101.870834,Lubbock,LUBBOCK COUNTY,TX,79415,X-FAB SEMICONDUCTOR FOUNDRIES AG (100%),64695,"C,I",6
2016,3M COMPANY,1004206,1400 STATE DOCKS RD.,34.641667,-87.038611,DECATUR,MORGAN COUNTY,AL,35609,3M CO (100%),3616,"C,L,OO",7
2016,3M CORDOVA,1006665,22614 ROUTE 84 NORTH,41.755,-90.284167,CORDOVA,ROCK ISLAND COUNTY,IL,61242,3M CO (100%),669597,"C,L,OO",7
2016,3M Cottage Grove Center - Site,1004836,10746 Innovation Rd,44.789444,-92.908333,Cottage Grove,WASHINGTON COUNTY,MN,55016,3M CO (100%),7313,"C,L,N,OO",7
2016,AEP Corporate SF6 Emissions,1003708,1 Riverside Plaza,39.588493,-81.682523,Columbus,WASHINGTON COUNTY,OH,43215,AMERICAN ELECTRIC POWER (93.5%); Electric Transmission Texas LLC (4.5%); OHIO VALLEY ELECTRIC CORP (1.4%),464030,DD,7
2016,ALCOA INC - WARRICK OPERATIONS,1001877,,37.915,-87.3328,NEWBURGH,WARRICK COUNTY,IN,47629,ALCOA INC (100%),40499,"C,D,F",7
2016,ALCOA INTALCO WORKS,1003562,4050 MOUNTAIN VIEW RD.,48.8455,-122.7055,FERNDALE,WHATCOM COUNTY,WA,98248,ALCOA INC (100%),874420,"C,F,TT",7
2016,ANALOG DEVICES,1004746,4200 NW PACIFIC RIM BLVD,45.59995,-122.45204,CAMAS,CLARK COUNTY,WA,98607,LINEAR TECHNOLOGY CORP (100%),36004,"C,I",7
2016,"ARKEMA, INC.",1005721,4444 INDUSTRIAL PARKWAY,37.056699,-88.365727,CALVERT CITY,MARSHALL COUNTY,KY,42029,ARKEMA AMERICAS (100%),1121182,"C,L,OO",7
2016,Advanced Magnesium Alloys Corporation,1010185,1820 E. 32nd st.,40.085371,-85.658666,Anderson,MADISON COUNTY,IN,46013,PHOENIX GLOBAL HOLDINGS (100%),198360,T,7
2016,Alcoa USA Corp.,1012517,1814 State Highway 131,44.965835,-74.8935,Massena,ST. LAWRENCE COUNTY,NY,13662,Alcoa Corp (100%),2709,"C,F",7
2016,Ameren Illinois Electric,1010811,300 Liberty Street,40.69048,-89.59244,Peoria,PEORIA COUNTY,IL,61602,AMEREN CORP (100%),23251,DD,7
2016,Ameren Missouri Electric,1010812,1901 Chouteau Avenue,38.620785,-90.211635,St. Louis,ST. LOUIS CITY,MO,63103,AMEREN CORP (100%),5180,DD,7
2016,Anaheim Electric Distribution System,1010076,"201 S. Anaheim Blvd., MS-1101",33.83458,-117.91401,Anaheim,ORANGE COUNTY,CA,92805,CITY OF ANAHEIM PUBLIC UTILITIES DEPARTMENT (100%),6037,DD,7
2016,Analog Devices Inc,1009982,One Analog Way,45.502117,-122.824922,Willmington,WASHINGTON COUNTY,MA,1887,MAXIM INTEGRATED PRODUCTS INC (100%),30011,"C,I",7
2016,"Analog Devices, Inc./ Wilmington Manufacturing",1003759,"1 Analog Way, MS-424",42.5307,-71.14958,Wilmington,MIDDLESEX COUNTY,MA,1887,ANALOG DEVICES INC (100%),24914,"C,I",7
2016,Arconic US LLC,1002483,45 COUNTY ROUTE 42,44.950425,-74.893685,MASSENA,ST. LAWRENCE COUNTY,NY,13662,ARCONIC INC (100%),16343,"C,F,TT",7
2016,Arizona Public Service Company,1009780,2124 W. Cheryl Ave.,33.578425,-112.104408,Phoenix,MARICOPA COUNTY,AZ,85021,"SALT RIVER PROJECT (9.08%); ARIZONA PUBLIC SERVICE CO (82.45%); WESTERN AREA POWER ADMINISTRATION (2.23%); TUCSON ELECTRIC POWER (1.36%); Four Corners Aquisitions, LLC (1.19%); PUBLIC SERVICE CO OF NEW MEXICO (1.18%); SAN DIEGO GAS & ELECTRIC (1.15%)",26455,DD,7
2016,Associated Electric Cooperative Inc.,1011060,2814 South Golden Ave,37.16376,-93.34117,Springfield,GREENE COUNTY,MO,65807,ASSOCIATED ELECTRIC COOPERATIVE INC (100%),25,DD,7
2016,Austin Energy Transmission and Distribution,1000851,721 Barton Springs Road,30.25898,-97.75186,Austin,TRAVIS COUNTY,TX,78704,AUSTIN ENERGY (100%),1981,DD,7
2016,Avago Technologies,1008734,4380 Ziegler Road,40.5236,-105.02021,Fort Collins,LARIMER COUNTY,CO,80525,BROADCOM LTD (100%),289214,"C,I",7
2016,Avista Corporation,1010805,1411 E.Mission,47.66,-117.39,Spokane,SPOKANE COUNTY,WA,99220,AVISTA CORP (100%),6735,DD,7
2016,BP Whiting Business Unit,1007339,2815 INDIANAPOLIS BLVD,41.6703,-87.4803,WHITING,Lake,IN,46394,BP AMERICA INC (100%),114,"C,D,DD,MM,P,Y",7
2016,Bonneville Power Administration - Transmission,1005611,5411 NE Hwy 99,45.6616,-122.6572,Vancouver,CLARK COUNTY,WA,98663,,34433,DD,7
2016,CENTURY ALUMINUM OF KENTUCKY,1006853,1627 STATE ROUTE 3543,37.94499,-86.78777,HAWESVILLE,HANCOCK COUNTY,KY,42348,CENTURY ALUMINUM CO (100%),188665,"C,F",7
2016,CHEMOURS CHAMBERS WORKS,1002618,"67 Canal Road, PO Box 9001",39.68203,-75.490544,DEEPWATER,SALEM COUNTY,NJ,8023,THE CHEMOURS CO (100%),35575,"C,L,OO,TT",7
2016,CHEMOURS COMPANY - FAYETTEVILLE WORKS,1006145,22828 NC HIGHWAY 87 WEST,34.8419,-78.8388,FAYETTEVILLE,BLADEN COUNTY,NC,28306,THE CHEMOURS CO (100%),581550,"C,L,OO",7
2016,CHEMOURS EL DORADO,1003890,322 SOUTHFIELD CUTOFF,33.11,-92.675,EL DORADO,UNION COUNTY,AR,71730,THE CHEMOURS CO (100%),61800,"C,L,OO",7
2016,CHEMOURS LOUISVILLE WORKS,1004133,4200 CAMP GROUND ROAD,38.217166,-85.841979,LOUISVILLE,JEFFERSON COUNTY,KY,40216,THE CHEMOURS CO (100%),2792553,"C,O,TT",7
2016,CHEMOURS WASHINGTON WORKS,1002176,8480 DUPONT ROAD,39.271944,-81.661667,WASHINGTON,WOOD COUNTY,WV,26181,THE CHEMOURS CO (100%),562563,"C,L,O,OO",7
2016,CON EDISON - ELECTRIC TRANSMISSION & DISTRIBUTION SYSTEM,1006158,4 Irving Place,40.7341,-73.98868,New York,NEW YORK COUNTY,NY,10003,CONSOLIDATED EDISON INC (100%),106608,DD,7
2016,CONSOLIDATE PRECISION PRODUCTS - MINNEAPOLIS OPERATION,1002358,8701 HARRIET AVE. S.,44.84531,-93.28603,BLOOMINGTON,HENNEPIN COUNTY,MN,55420,CONSOLIDATED PRECISION PRODUCTS (100%),11377,"C,T",7
2016,"CenterPoint Energy Houston Electric, LLC substations",1008343,"4500 South Shaver, Building D",29.639182,-95.208525,Houston,HARRIS COUNTY,TX,77034,CENTERPOINT ENERGY INC (100%),34109,DD,7
2016,Central Hudson Gas and Electric Corporation Elec T&D Equipment,1011288,284 South Avenue,41.690648,-73.931605,Poughkeepsie,DUTCHESS COUNTY,NY,12601,CENTRAL HUDSON GAS & ELECTRIC CORP (100%),3019,DD,7
2016,Century Aluminum Sebree LLC,1006666,9404 STATE ROUTE 2096,37.6569,-87.5006,Robards,HENDERSON COUNTY,KY,42452,CENTURY ALUMINUM CO (100%),146793,"C,F",7
2016,"Century Aluminum of South Carolina, Inc.",1002112,3575 HIGHWAY 52,33.051743,-80.054289,GOOSE CREEK,BERKELEY COUNTY,SC,29445,CENTURY ALUMINUM CO (100%),51928,"C,F",7
2016,Chemours - Corpus Christi Plant,1006314,2500 4th Street,27.91929,-97.28451,Gregory,SAN PATRICIO COUNTY,TX,78359,THE CHEMOURS CO (100%),13776,"C,L,OO",7
2016,Chicago White Metal Castings Inc,1009927,649 N Route 83,41.73701,-87.98919,Bensenville,,IL,60106,CHICAGO WHITE METAL CASTING INC (100%),25926,T,7
2016,Clark Energy Center,1009507,6520 Glass Factory Road,43.17781,-75.22843,Marcy,ONEIDA COUNTY,NY,13403,NEW YORK POWER AUTHORITY (100%),26874,DD,7
2016,Consumers Energy - Electric Asset Management,1009855,One Energy Plaza,42.24668,-84.40311,Jackson,JACKSON COUNTY,MI,49201,CMS ENERGY CORP (100%),1685,DD,7
2016,Continental Casting LLC,1010215,7063 County Road 328,39.798983,-91.51461,Palmyra,MARION COUNTY,MO,63461,CONTINENTAL CASTING LLC (100%),11040,"C,T",7
2016,Cypress Semiconductor,1010141,5204 EAST BEN WHITE BLVD,30.21421,-97.72481,AUSTIN,TRAVIS COUNTY,TX,78741,CYPRESS SEMICONDUCTOR CORP (100%),52196,"C,I",7
2016,DAIKIN AMERICA INC.,1005062,905 STATE DOCKS ROAD,34.630486,-87.039444,DECATUR,MORGAN COUNTY,AL,35601,DAIKIN AMERICA INC (100%),298968,"C,L,O,OO",7
2016,Delmarva Power & Light Company,1009703,401 Eagle Run Road,39.67317,-75.66861,Newark,NEW CASTLE COUNTY,DE,19702,PEPCO HOLDINGS INC (100%),12622,DD,7
2016,"Diodes Fabtech, Inc",1011826,777 NW Blue Pkwy #350,38.92849,-94.40081,Lee's Summit,JACKSON COUNTY,MO,64086,DIODES INC (100%),5109,"C,I",7
2016,Diodes US Manufacturing Incorporated,1009581,333 Western Avenue,43.640687,-70.325903,South Portland,CUMBERLAND COUNTY,ME,4106,FAIRCHILD SEMICONDUCTOR CORP (100%),23639,"C,I",7
2016,Duke Energy Power Delivery Carolinas,1009685,526 South Church St,35.22476,-80.84901,Charlotte,MECKLENBURG COUNTY,NC,28202,DUKE ENERGY CORP (100%),399896,DD,7
2016,Duke Energy Power Delivery Midwest,1009540,139 East Fourth Street,39.10036,-84.50994,Cincinnati,HAMILTON COUNTY,OH,45202,DUKE ENERGY CORP (100%),44444,DD,7
2016,Duquesne Light Company,1009789,"2825 New Beaver Avenue, N6-TNG",40.466533,-80.036721,Pittsburgh,ALLEGHENY COUNTY,PA,15233,DUQUESNE LIGHT CO (100%),13062,DD,7
2016,East Garden City Substation,1008769,595 Stewart Avenue,40.731721,-73.611541,Garden City,NASSAU COUNTY,NY,11599,NEW YORK POWER AUTHORITY (100%),6690,DD,7
2016,East Kentucky Power Transmission System,1001695,4775 Lexington Road,38.02152,-84.25715,Winchester,CLARK COUNTY,KY,40391,EAST KENTUCKY POWER COOPERATIVE (100%),13983,DD,7
2016,Entergy (all subsidiary companies),1011120,639 Loyola Ave.,29.94914,-90.07633,New Orleans,ORLEANS PARISH,LA,70113,ENTERGY CORP (100%),205230,DD,7
2016,Evergy Transmission and Distribution,1009620,818 S Kansas Ave,39.04854,-95.67468,Topeka,SHAWNEE COUNTY,KS,66612,WESTAR ENERGY INC (100%),25356,DD,7
2016,FPL Transmission and Distribution System,1003060,"2455 Port West Blvd, BLDG-E",26.768814,-80.101219,Riviera Beach,PALM BEACH COUNTY,FL,33407,FPL GROUP INC (100%),23837,DD,7
2016,Fairchild Semiconductor,1009580,125 Crestwood Drive,41.141875,-75.89487,Mountain Top,LUZERNE COUNTY,PA,18707,FAIRCHILD SEMICONDUCTOR CORP (100%),19463,"C,I",7
2016,FirstEnergy Substation Group,1009854,76 South Main Street,41.08312,-81.51766,Akron,SUMMIT COUNTY,OH,44308,FIRSTENERGY GENERATION CORP (100%),102839,DD,7
2016,G & W Electric Company,1009613,305 West Crossroads Parkway,41.67386,-88.074253,Bolingbrook,,IL,60440,G & W ELECTRIC CO (100%),12339,"C,OO,QQ,SS",7
2016,GE GLOBAL RESEARCH CENTER,1004412,ONE RESEARCH CIRCLE,42.830953,-73.876394,NISKAYUNA,SCHENECTADY COUNTY,NY,12309,GENERAL ELECTRIC CO (100%),737,"C,I",7
2016,GE's Grid Solutions,1000039,One Power Lane,40.124713,-79.930463,Charleroi,WASHINGTON COUNTY,PA,15022,GENERAL ELECTRIC CO (50.1%); ALSTOM INC (49.9%),7456,"C,QQ,SS",7
2016,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1003726,1000 RIVER STREET - B966,44.480329,-73.094293,ESSEX JUNCTION,CHITTENDEN COUNTY,VT,5452,GLOBALFOUNDRIES US INC (100%),225929,"C,I",7
2016,GLOBALFOUNDRIES U.S. Inc. Fab 8,1010586,400 Stone Break Road Extension,42.970089,-73.75437,Malta,SARATOGA COUNTY,NY,12020,GLOBALFOUNDRIES US INC (100%),62635,"C,I",7
2016,General Cable,1011746,1600 West Main Street,41.723037,-72.239424,Willimantic,WINDHAM COUNTY,CT,6226,GENERAL CABLE CORP (100%),7136,"C,SS",7
2016,General Motors Components Holdings LLC,1010579,2100 E. Lincoln Road,40.45534,-86.10347,Kokomo,HOWARD COUNTY,IN,46902,GENERAL MOTORS LLC (100%),14228,"C,I",7
2016,Georgia Transmission Corporation,1009791,2100 East Exchange Place,33.844,-84.24219,Tucker,DEKALB COUNTY,GA,30084,GEORGIA TRANSMISSION CORP (100%),6261,DD,7
2016,Gibbons Creek Switchyard,1001032,12824 FM244,30.6167,-96.0778,ANDERSON,Grimes,TX,77830,CITY OF GARLAND (47%); CITY OF BRYAN (21.7%); CITY OF DENTON (21.3%); CITY OF GREENVILLE TX (10%),3425,"D,DD",7
2016,HECO Distribution and Transmission,1010344,820 Ward Avenue,21.30042,-157.85149,Honolulu,HONOLULU COUNTY,HI,96814,HAWAIIAN ELECTRIC CO INC (100%),2966,DD,7
2016,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,1000625,2966 LUPINE AVENUE,30.474444,-91.183056,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,HONEYWELL INTERNATIONAL INC (100%),91254,"C,L,OO",7
2016,HONEYWELL INTERNATIONAL INC - GEISMAR COMPLEX,1006070,5525 HWY 3115,30.2219,-91.0515,GEISMAR,ASCENSION PARISH,LA,70734,HONEYWELL INTERNATIONAL INC (100%),306508,"C,L,O,OO",7
2016,"Hitachi Energy USA, Inc.",1006009,100 Distribution Circle,40.17811,-79.57707,Mt. Pleasant,WESTMORELAND COUNTY,PA,15666,ABB LTD (100%),4551,SS,7
2016,Honeywell Aerospace - Plymouth,1010241,12001 Highway 55,44.99442,-93.43654,Plymouth,HENNEPIN COUNTY,MN,55441,HONEYWELL INTERNATIONAL INC (100%),31108,"C,I",7
2016,INTEL CORPORATION - Ocotillo Campus,1004371,4500 SOUTH DOBSON ROAD,33.24549,-111.88068,CHANDLER,MARICOPA COUNTY,AZ,85248,INTEL CORP (100%),227349,"C,I",7
2016,INTEL CORPORATION - RIO RANCHO FACILITY,1003997,4100 SARA ROAD,35.23133,-106.65608,RIO RANCHO,SANDOVAL COUNTY,NM,87124,INTEL CORP (100%),44421,"C,I",7
2016,INTEL CORPORATION ALOHA CAMPUS,1009606,3585 S.W. 198TH AVENUE,45.493297,-122.88506,ALOHA,WASHINGTON COUNTY,OR,97007,INTEL CORP (100%),8411,"C,I",7
2016,INTEL CORPORATION RONLER ACRES CAMPUS,1004006,2501 NE Century Boulevard,45.501476,-122.91696,HILLSBORO,WASHINGTON COUNTY,OR,97124,INTEL CORP (100%),231625,"C,I",7
2016,ITC Midwest,1009726,27175 Energy Way,42.4926,-83.44298,Novi,OAKLAND COUNTY,MI,48377,ITC HOLDINGS CORP (100%),5627,DD,7
2016,ITC Transmission/Michigan Electric Transmission Company,1009725,27175 Energy Way,42.4926,-83.44298,Novi,OAKLAND COUNTY,MI,48377,ITC HOLDINGS CORP (100%),6047,DD,7
2016,Idaho Power Company,1008754,1221 W. Idaho St.,43.61906,-116.20806,Boise,ADA COUNTY,ID,83702,IDACORP (100%),10125,DD,7
2016,Imperial Irrigation District (SF6),1010231,333 E. Barioni Blvd.,32.84748,-115.56677,Imperial,IMPERIAL COUNTY,CA,92251,IMPERIAL IRRIGATION DISTRICT (100%),2638,DD,7
2016,Infineon Technologies Americas Corp,1009951,41915 Business Park Dr,33.49944,-117.16294,Temecula,RIVERSIDE COUNTY,CA,92590,INFINEON TECHNOLOGIES AMERICAS CORP (100%),31472,"C,I",7
2016,"Jireh Semiconductor, Inc.",1008262,3131 Ne Brookwood Pkwy,45.547995,-122.931363,Hillsboro,WASHINGTON COUNTY,OR,97124,ALPHA & OMEGA SEMICONDUCTOR (100%),74459,"C,I",7
2016,KCP&L T&D,1010210,1200 Main Street,39.09991,-94.58319,Kansas City,JACKSON COUNTY,MO,64105,GREAT PLAINS ENERGY INC (100%),9380,DD,7
2016,Kern River Cogeneration Facility,1004001,1546 SW China Grade Loop,35.4518,-118.9851,BAKERSFIELD,KERN COUNTY,CA,93308,CHEVRON CORP (100%),144,"C,DD",7
2016,LA Semiconductor,1008930,2300 Buckskin Rd,42.866748,-112.414601,Pocatello,BANNOCK COUNTY,ID,83201,SEMICONDUCTOR COMPONENT INDUSTRIES (100%),28041,"C,I",7
2016,LCRA Transmission Services,1009894,3700 Lake Austin Blvd,30.29394,-97.78362,Austin,TRAVIS COUNTY,TX,78703,LOWER COLORADO RIVER AUTHORITY (100%),43445,DD,7
2016,"LG&E and KU Energy, LLC - Subpart DD SF6",1009765,220 West Main Street,38.25634,-85.75418,Louisville,JEFFERSON COUNTY,KY,40202,LG&E & KU ENERGY LLC (100%),56414,DD,7
2016,LIPA T&D System,1009868,333 Earle Ovington Blvd,40.724276,-73.59322,Uniondale,NASSAU COUNTY,NY,11553,Long Island Power Authority (100%),7200,DD,7
2016,Los Angeles Department of Water and Power - electric power transmission & distribution entity (SF6),1009555,111 N. Hope Street,34.05651,-118.24976,Los Angeles,LOS ANGELES COUNTY,CA,90012,CITY OF LOS ANGELES DEPARTMENT OF WATER & POWER (100%),5750,DD,7
2016,MEXICHEM FLUOR INC.,1006675,4990B ICI ROAD,30.235778,-91.096005,SAINT GABRIEL,IBERVILLE PARISH,LA,70776,MEXICHEM FLUOR INC (100%),20089,"C,L,OO",7
2016,MICROCHIP TECHNOLOGY INC,1004883,21015 SOUTHEAST STARK STREET,45.52065,-122.44749,GRESHAM,MULTNOMAH COUNTY,OR,97030,MICROCHIP TECHNOLOGY INC (100%),70688,"C,I",7
2016,"MICRON TECHNOLOGY, INC.",1004325,8000 SOUTH FEDERAL WAY,43.5268,-116.1449,BOISE,ADA COUNTY,ID,83707,MICRON TECHNOLOGY INC (100%),41615,"C,I",7
2016,MagRetech LLC,1010145,301 Count Road 177,41.28298,-82.88773,Bellevue,,OH,44811,MAGNESIUM REFINING TECHNOLOGIES INC (100%),275558,"C,T",7
2016,Magnitude 7 Metals LLC,1005534,391 St. Jude Industrial Park,36.510698,-89.564834,Marston,NEW MADRID COUNTY,MO,63866,NORANDA ALUMINUM HOLDING CORP (100%),33789,"C,F",7
2016,Micrel LLC.,1011819,1849 Forturne Drive,37.40093,-121.89534,San Jose,SANTA CLARA COUNTY,CA,95131,MICROCHIP TECHNOLOGY INC (100%),25379,"C,I",7
2016,Microchip Technology,1009792,1150 E. Cheyenne Mountain Boulevard,38.78695,-104.80641,Colorado Springs,EL PASO COUNTY,CO,80906,ATMEL CORP (100%),231295,"C,I",7
2016,Microchip Technology Inc.,1008768,1200 S. 52nd Street,33.41663,-111.96953,Tempe,MARICOPA COUNTY,AZ,85281,MICROCHIP TECHNOLOGY INC (100%),70356,"C,I",7
2016,"Micron Technology, Inc.",1009805,9600 Godwin Drive,38.74876,-77.51142,Manassas,MANASSAS CITY,VA,20110,MICRON TECHNOLOGY INC (100%),256197,"C,I",7
2016,MidAmerican Energy Company,1009627,"666 Grand Avenue, Suite 500",41.58758,-93.62616,Des Moines,POLK COUNTY,IA,50309,BERKSHIRE HATHAWAY INC (100%),15271,DD,7
2016,"Mission Solar Energy, LLC",1011671,8303 S New Braunfels,29.339345,-98.43792,San Antonio,BEXAR COUNTY,TX,78235,MISSION SOLAR ENERGY LLC (100%),6915,"C,I",7
2016,"Mitsubishi Electric Power Products, Inc.",1005459,530 Keystone Drive,40.66715,-80.11272,Warrendale,,PA,15086,MITSUBISHI ELECTRIC US HOLDINGS (100%),41806,"OO,QQ,SS",7
